 
****************************************
Report : power
        -cell
        -analysis_effort low
        -sort_mode cell_internal_power
Design : SIPISOALU_generic_nbit32
Version: Z-2007.03-SP1
Date   : Thu Apr 28 12:14:32 2016
****************************************


Library(s) Used:

    NangateOpenCellLibrary (File: /home/mariagrazia.graziano/do/libnangate/NangateOpenCellLibrary_typical_ecsm.db)


Operating Conditions: typical   Library: NangateOpenCellLibrary
Wire Load Model Mode: top

Design        Wire Load Model            Library
------------------------------------------------
SIPISOALU_generic_nbit32
                       5K_hvratio_1_1    NangateOpenCellLibrary


Global Operating Voltage = 1.1  
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1nW



  Attributes
  ----------
      h  -  Hierarchical cell

                        Cell      Driven Net  Tot Dynamic      Cell
                        Internal  Switching   Power            Leakage
Cell                    Power     Power       (% Cell/Tot)     Power      Attrs
--------------------------------------------------------------------------------
U901                       0.0000    0.0000      0.000 (N/A)     20.6229   
U902                       0.0000    0.0000      0.000 (N/A)     30.8504   
U903                       0.0000    0.0000      0.000 (N/A)     30.8504   
U904                       0.0000    0.0000      0.000 (N/A)     30.8504   
U905                       0.0000    0.0000      0.000 (N/A)     30.8504   
U906                       0.0000    0.0000      0.000 (N/A)     30.8504   
U907                       0.0000    0.0000      0.000 (N/A)     30.8504   
U908                       0.0000    0.0000      0.000 (N/A)     30.8504   
U909                       0.0000    0.0000      0.000 (N/A)     30.8504   
U916                       0.0000    0.0000      0.000 (N/A)     13.5838   
U919                       0.0000    0.0000      0.000 (N/A)     47.3103   
U925                       0.0000    0.0000      0.000 (N/A)     13.5838   
U927                       0.0000    0.0000      0.000 (N/A)     10.1022   
U928                       0.0000    0.0000      0.000 (N/A)     12.7634   
U929                       0.0000    0.0000      0.000 (N/A)     47.3103   
U939                       0.0000    0.0000      0.000 (N/A)     30.8504   
U940                       0.0000    0.0000      0.000 (N/A)     30.8504   
U941                       0.0000    0.0000      0.000 (N/A)     30.8504   
U942                       0.0000    0.0000      0.000 (N/A)     30.8504   
U943                       0.0000    0.0000      0.000 (N/A)     30.8504   
